City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
146,remire-montjoly,4.9167,-52.2667,27.02000000000004,94,100,0.0,GF,1698714289
147,port douglas,-16.4833,145.4667,25.53000000000003,55,95,4.6,AU,1698714113
148,avarua,-21.2078,-159.775,24.03000000000003,73,75,6.17,CK,1698714289
149,margaret river,-33.95,115.0667,16.200000000000045,51,100,3.66,AU,1698714289
150,acapulco de juarez,16.8634,-99.8901,27.05000000000001,85,21,1.67,MX,1698714025
151,leava,-14.3,-178.1667,28.05000000000001,79,15,4.61,WF,1698714290
152,papatowai,-46.5619,169.4708,15.82000000000005,60,100,2.9,NZ,1698714290
153,badger,64.8,-147.5333,0.9300000000000068,82,75,0.0,US,1698714290
154,springbok,-29.6643,17.8865,14.800000000000011,55,0,7.71,ZA,1698714290
155,talnakh,69.4865,88.3972,-16.549999999999955,95,100,2.12,RU,1698714262
156,qaqortoq,60.7167,-46.0333,6.1200000000000045,54,98,12.35,GL,1698714291
157,beyneu,45.3167,55.2,7.460000000000036,83,1,2.89,KZ,1698714291
158,katsuura,35.1333,140.3,18.010000000000048,55,2,2.44,JP,1698714291
159,teknaf,20.8624,92.3058,24.720000000000027,80,34,1.35,BD,1698714291
160,tobol'sk,58.2,68.2667,-7.439999999999998,94,39,3.13,RU,1698714176
161,chunskiy,56.0815,99.6342,-6.289999999999964,58,1,1.74,RU,1698714291
162,domna,51.8971,113.1573,-4.909999999999968,79,40,1.0,RU,1698714291
163,port lincoln,-34.7333,135.8667,15.400000000000034,47,36,4.92,AU,1698714023
164,nago,26.5881,127.9761,27.470000000000027,66,68,6.09,JP,1698714292
165,longyearbyen,78.2186,15.6401,0.910000000000025,64,100,2.57,SJ,1698714201
166,sisimiut,66.9395,-53.6735,-1.6399999999999864,65,88,2.88,GL,1698714024
167,la passe,45.5549,-0.8967,14.990000000000009,84,64,11.97,FR,1698714292
168,hadibu,12.65,54.0333,26.090000000000032,76,100,4.22,YE,1698714292
169,hithadhoo,-0.6,73.0833,26.610000000000014,81,100,4.46,MV,1698714293
170,puerto aysen,-45.4,-72.7,2.7700000000000387,97,99,0.14,CL,1698714149
171,lypova dolyna,50.5643,33.7979,10.580000000000041,85,75,3.74,UA,1698714293
172,cockburn town,21.4612,-71.1419,28.689999999999998,80,99,6.32,TC,1698714293
173,coquimbo,-29.9533,-71.3436,14.850000000000023,82,20,4.12,CL,1698714293
174,uyskoye,54.3775,60.0047,-7.149999999999977,93,69,1.41,RU,1698714293
175,jijiga,9.35,42.8,17.230000000000018,86,27,2.16,ET,1698714293
176,chonchi,-42.6128,-73.8092,4.510000000000048,95,3,0.45,CL,1698714294
177,pirallahi,40.4723,50.333,12.080000000000041,71,57,5.26,AZ,1698714294
178,richards bay,-28.783,32.0377,15.310000000000002,85,99,2.43,ZA,1698714294
179,stephenville,32.2207,-98.2023,7.180000000000007,62,75,3.09,US,1698714023
180,tionk essil,12.7856,-16.5217,27.980000000000018,86,99,1.65,SN,1698714294
181,saint-philippe,-21.3585,55.7679,22.77000000000004,81,19,4.28,RE,1698714294
182,baoshan,46.5586,131.4244,6.010000000000048,59,100,2.58,CN,1698714294
183,enewetak,11.3474,162.3373,27.27000000000004,86,100,7.97,MH,1698714295
184,anadyr,64.75,177.4833,2.2800000000000296,93,75,4.92,RU,1698714295
185,port mathurin,-19.6833,63.4167,24.390000000000043,82,20,8.13,MU,1698714069
186,thompson,55.7435,-97.8558,-5.909999999999968,68,100,4.12,CA,1698714295
187,simpang empat,4.95,100.6333,26.720000000000027,85,94,0.78,MY,1698714295
188,port alfred,-33.5906,26.891,11.770000000000039,94,31,6.71,ZA,1698714295
189,ntungamo,-0.8833,29.65,16.870000000000005,93,98,1.28,UG,1698714295
190,maamba,-17.3667,27.15,22.5,72,87,2.74,ZM,1698714296
191,buka,40.8108,69.1986,15.560000000000002,56,100,3.73,UZ,1698714296
192,osthofen,49.7078,8.3289,12.28000000000003,89,100,1.79,DE,1698714296
193,katabu,-4.9333,122.5167,31.900000000000034,49,23,1.8,ID,1698714296
194,yeed,4.55,43.0333,25.350000000000023,72,15,3.27,SO,1698714296
195,moncarapacho,37.0886,-7.7872,17.010000000000048,80,0,2.06,PT,1698714296
196,kidal,18.4411,1.4078,26.74000000000001,12,0,4.75,ML,1698714297
197,nar'yan-mar,67.6713,53.087,-6.609999999999957,95,90,4.47,RU,1698714297
198,susuman,62.7833,148.1667,-13.339999999999975,94,90,0.45,RU,1698714297
199,osmancik,40.9782,34.8047,15.29000000000002,77,75,0.22,TR,1698714297
200,yelizovo,53.1873,158.3805,7.080000000000041,55,0,6.0,RU,1698714297
201,nova sintra,14.8667,-24.7167,23.78000000000003,68,77,1.88,CV,1698714297
202,kharp,66.8014,65.8081,-11.549999999999955,97,100,1.62,RU,1698714297
203,vadso,70.0744,29.7487,-1.9099999999999682,86,20,4.12,NO,1698714298
204,monrovia,6.3005,-10.7969,24.870000000000005,86,77,1.97,LR,1698714298
205,kalmunai,7.4167,81.8167,24.650000000000034,90,100,2.03,LK,1698714019
206,ciudad insurgentes,25.2625,-111.7753,25.160000000000025,55,0,5.74,MX,1698714298
207,fortuna,40.5982,-124.1573,14.25,62,0,0.0,US,1698714264
208,maintirano,-18.0667,44.0167,25.30000000000001,74,74,4.75,MG,1698714153
209,flying fish cove,-10.4217,105.6791,27.82000000000005,78,100,5.14,CX,1698714299
210,miquelon,47.0975,-56.3814,4.0,94,100,0.96,PM,1698714299
211,masterton,-40.9597,175.6575,15.850000000000023,96,100,3.11,NZ,1698714299
212,polyarnyy,69.1989,33.4478,-5.6299999999999955,92,100,6.93,RU,1698714299
213,nicoya,10.1483,-85.452,23.230000000000018,97,100,1.29,CR,1698714299
214,kuqa,41.7278,82.9364,12.580000000000041,40,99,2.22,CN,1698714299
215,kadugli,11.0167,29.7167,24.900000000000034,75,94,0.59,SD,1698714299
216,sunne,59.8376,13.143,0.2300000000000182,96,100,5.44,SE,1698714300
217,cabo san lucas,22.8909,-109.9124,27.560000000000002,74,20,4.63,MX,1698714300
218,kailua-kona,19.6406,-155.9956,30.150000000000034,73,0,5.66,US,1698714300
219,nakonde,-9.3421,32.745,18.189999999999998,75,86,1.71,ZM,1698714300
220,vilyuchinsk,52.9306,158.4028,7.150000000000034,60,9,3.47,RU,1698714300
221,yuzhno-kurilsk,44.0306,145.8556,11.32000000000005,81,34,4.59,RU,1698714300
222,sabang,5.8933,95.3214,27.170000000000016,75,81,1.14,ID,1698714301
223,blackwater,-23.5833,148.8833,29.83000000000004,33,0,3.71,AU,1698714301
224,tortoli,39.9256,9.6572,19.890000000000043,76,94,3.81,IT,1698714301
225,twentynine palms,34.1356,-116.0542,18.08000000000004,10,0,4.14,US,1698714301
226,hastings,50.8552,0.5729,11.270000000000039,52,0,2.86,GB,1698714301
227,aasiaat,68.7098,-52.8699,-9.759999999999991,88,9,3.05,GL,1698714204
228,zhangatas,43.5667,69.75,9.850000000000023,93,100,2.56,KZ,1698714302
229,goroka,-6.0834,145.3873,19.49000000000001,85,100,0.25,PG,1698714303
230,kalpi,26.1167,79.7333,21.54000000000002,53,20,0.84,IN,1698714303
231,klyuchi,52.2667,79.1667,5.600000000000023,97,100,2.03,RU,1698714304
232,boda,4.3189,17.4695,23.120000000000005,88,97,0.87,CF,1698714304
233,santa isabel,-23.3156,-46.2214,25.610000000000014,86,100,0.8,BR,1698714153
234,ormara,25.2088,64.6357,26.25,64,0,1.55,PK,1698714305
235,bontang,0.1333,117.5,29.310000000000002,68,56,2.54,ID,1698714305
236,marquette,46.5333,-87.6335,-2.3100000000000023,60,100,3.13,US,1698714305
237,pacific grove,36.6177,-121.9166,21.060000000000002,51,0,1.79,US,1698714010
238,salekhard,66.53,66.6019,-11.17999999999995,95,100,2.03,RU,1698714109
239,kavaratti,10.5669,72.642,27.260000000000048,75,100,2.74,IN,1698714306
240,mar del plata,-38.0023,-57.5575,11.720000000000027,62,0,4.47,AR,1698714040
241,kozuchow,51.7456,15.5949,13.620000000000005,86,100,3.03,PL,1698714307
242,weno,7.4515,151.8468,29.970000000000027,79,100,3.6,FM,1698714308
243,mersa matruh,31.3525,27.2453,24.110000000000014,73,40,2.57,EG,1698714308
244,quellon,-43.1167,-73.6167,5.350000000000023,75,0,2.11,CL,1698714309
245,truro,50.2653,-5.0544,13.420000000000016,93,20,4.12,GB,1698714309
246,tromso,69.6496,18.957,0.010000000000047748,93,100,3.6,NO,1698714139
247,salalah,17.0151,54.0924,25.05000000000001,83,0,2.06,OM,1698714309
248,amboise,47.4125,0.9827,11.300000000000011,92,20,4.63,FR,1698714310
249,cinco ranch,29.7388,-95.758,8.910000000000025,86,100,6.69,US,1698714310
250,yakymivka,46.6897,35.1536,12.430000000000007,86,98,1.25,UA,1698714310
251,maxixe,-23.8597,35.3472,19.480000000000018,70,100,4.55,MZ,1698714158
252,namibe,-15.1961,12.1522,17.720000000000027,80,0,1.89,AO,1698714311
253,qianzhou,28.3167,109.7167,20.310000000000002,70,71,0.19,CN,1698714311
254,el tocuyo,9.7873,-69.7937,22.650000000000034,89,54,1.65,VE,1698714311
255,hammerfest,70.6634,23.6821,2.25,80,40,5.66,NO,1698714312
256,velika obarska,44.8053,19.1642,13.270000000000039,43,56,3.38,BA,1698714312
257,haiku-pauwela,20.9219,-156.3051,28.010000000000048,66,40,7.72,US,1698714313
258,kolonia,50.9333,6.95,12.200000000000045,84,100,5.14,DE,1698714028
259,bei'an,24.5399,109.533,21.150000000000034,66,100,1.86,CN,1698714313
